name,kind,city,region,country,date_granted,grant,address,lat,lon,wikipedia_url,image_source,image_title,image_url,photographer,licence,licence_url,credit_page,postable
Washington Irving,public,,New York City,United States,,,360 Irving Ave. Bushwick,40.69750,-73.91222,,wikipedia-list,File:Washington_Irving_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Washington_Irving_Library.jpg/1920px-Washington_Irving_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Don Wiss,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Washington_Irving_Library.jpg,yes
Williamsburg,public,,New York City,United States,,,240 Division Avenue,40.70694,-73.95750,,wikipedia-list,File:BPL_Williamsburg_240_Division_Av_jeh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/BPL_Williamsburg_240_Division_Av_jeh.jpg/1920px-BPL_Williamsburg_240_Division_Av_jeh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jim.henderson,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:BPL_Williamsburg_240_Division_Av_jeh.jpg,yes
Astoria,public,,New York City,United States,,,14-01 Astoria Blvd.,,,,wikipedia-list,File:Astoria_Public_Library_Postcard.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Astoria_Public_Library_Postcard.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"W.T. Burns &amp; Co, Astoria, N.Y. Germany",Public domain,,https://commons.wikimedia.org/wiki/File:Astoria_Public_Library_Postcard.jpg,yes
Elmhurst,public,,New York City,United States,,,86-01 Broadway,40.738470,-73.877307,,wikipedia-list,File:Elmhurst_QPL_jeh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Elmhurst_QPL_jeh.jpg/1920px-Elmhurst_QPL_jeh.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jim.henderson,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Elmhurst_QPL_jeh.jpg,yes
Far Rockaway,public,,New York City,United States,,,,,,,wikipedia-list,"File:Queens_Borough;_being_a_descriptive_and_illustrated_book_of_the_borough_of_Queens,_city_of_Greater_New_York,_setting_forth_its_many_advantages_and_possibilities_as_a_section_wherein_to_live,_to_work_(14596366017).jpg",https://upload.wikimedia.org/wikipedia/commons/4/4d/Queens_Borough%3B_being_a_descriptive_and_illustrated_book_of_the_borough_of_Queens%2C_city_of_Greater_New_York%2C_setting_forth_its_many_advantages_and_possibilities_as_a_section_wherein_to_live%2C_to_work_%2814596366017%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Internet Archive Book Images,No restrictions,https://www.flickr.com/commons/usage/,"https://commons.wikimedia.org/wiki/File:Queens_Borough;_being_a_descriptive_and_illustrated_book_of_the_borough_of_Queens,_city_of_Greater_New_York,_setting_forth_its_many_advantages_and_possibilities_as_a_section_wherein_to_live,_to_work_(14596366017).jpg",yes
Flushing,public,,New York City,United States,,,Kissena Boulevard and Main Street,,,,wikipedia-list,File:Flushing_Queens_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Flushing_Queens_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"Pub. by Douglass Caulkins, Lynnbrook, N.Y.",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Flushing_Queens_Library.jpg,yes
Poppenhusen,public,,New York City,United States,,,121-23 14th Ave. and 13-16 College Point Blvd.,,,,wikipedia-list,File:Poppenhusen_QPL_jeh.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Poppenhusen_QPL_jeh.JPG/1920px-Poppenhusen_QPL_jeh.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,MyName (Jim.henderson (talk)),Public domain,,https://commons.wikimedia.org/wiki/File:Poppenhusen_QPL_jeh.JPG,yes
Richmond Hill,public,,New York City,United States,,,118-14 Hillside Ave.,,,,wikipedia-list,"File:Richmond_Hill,_QPL_Carnegie_Library.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Richmond_Hill%2C_QPL_Carnegie_Library.jpg/1920px-Richmond_Hill%2C_QPL_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,DanTD,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Richmond_Hill,_QPL_Carnegie_Library.jpg",yes
Woodhaven,public,,New York City,United States,,,85-41 Forest Pkwy.,,,,wikipedia-list,File:Woodhaven_library_20190208.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Woodhaven_library_20190208.jpg/1920px-Woodhaven_library_20190208.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CaptJayRuffins,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Woodhaven_library_20190208.jpg,yes
Andrews,public,Andrews,North Carolina,United States,"Apr 13, 1914","$5,000",,,,,,,,,,,,no
Charlotte,public,Charlotte,North Carolina,United States,"Mar 12, 1901","$40,000",310 N. Tryon St.,,,,,,,,,,,no
Durham,public,Durham,North Carolina,United States,"Sep 14, 1917","$32,000",311 E. Main St.,,,,,,,,,,,no
Greensboro Main,public,Greensboro,North Carolina,United States,"Apr 26, 1902","$40,446",,,,,,,,,,,,no
Greensboro Carnegie Branch,public,Greensboro,North Carolina,United States,"Apr 26, 1902",—,900 E. Washington St.,,,,,,,,,,,no
