name,kind,city,region,country,date_granted,grant,address,lat,lon,wikipedia_url,image_source,image_title,image_url,photographer,licence,licence_url,credit_page,postable
Charleston,public,Charleston,Illinois,United States,"Oct 3, 1901","$15,000",712 6th St.,,,,wikipedia-list,File:Charleston_Carnegie_library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Charleston_Carnegie_library.jpg/1920px-Charleston_Carnegie_library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Charleston_Carnegie_library.jpg,yes
Chicago Heights,public,Chicago Heights,Illinois,United States,"Mar 14, 1902","$15,000",1627 Halsted St.,,,,,,,,,,,no
Chillicothe,public,Chillicothe,Illinois,United States,"Apr 19, 1915","$10,000",822 N. 2nd St.,,,,wikipedia-list,File:Former_Chillicothe_IL_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Former_Chillicothe_IL_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Former_Chillicothe_IL_Public_Library.jpg,yes
Danville (Main),public,Danville,Illinois,United States,"Dec 21, 1901","$65,000 [2]",307 N. Vermillion St.,,,,wikipedia-list,File:Vermilion_County_War_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Vermilion_County_War_Museum.jpg/1920px-Vermilion_County_War_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Vermilion_County_War_Museum.jpg,yes
Danville Veterans Branch,public,Danville,Illinois,United States,"Dec 21, 1901",—,,,,,,,,,,,,no
Decatur,public,Decatur,Illinois,United States,"Feb 6, 1901","$60,000",,,,,,,,,,,,no
DeLand,public,De Land,Illinois,United States,"Apr 25, 1911","$8,000",130 N. Highway Ave.,,,,,,,,,,,no
Delavan,public,Delavan,Illinois,United States,"Apr 28, 1913","$10,000",208 Locust St.,,,,wikipedia-list,File:Ayer_Public_Library_from_W_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Ayer_Public_Library_from_W_1.jpg/1920px-Ayer_Public_Library_from_W_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ammodramus,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Ayer_Public_Library_from_W_1.jpg,yes
Des Plaines,public,Des Plaines,Illinois,United States,"Apr 10, 1906","$5,000",,,,https://en.wikipedia.org/wiki/Des_Plaines_Public_Library,,,,,,,,no
Downers Grove,public,Downers Grove,Illinois,United States,"Feb 13, 1906","$8,500",,,,,,,,,,,,no
Edwardsville,public,Edwardsville,Illinois,United States,"Feb 12, 1903","$12,500",112 S. Kansas St.,,,,wikipedia-list,File:Edwardsville_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Edwardsville_Public_Library.jpg/1920px-Edwardsville_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Edwardsville_Public_Library.jpg,yes
El Paso,public,El Paso,Illinois,United States,"Sep 1, 1905","$6,000",149 W. 1st St.,40.73956,-89.0185,,wikipedia-list,File:El_Paso_Public_Library_from_southeast.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/El_Paso_Public_Library_from_southeast.jpg/1920px-El_Paso_Public_Library_from_southeast.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:El_Paso_Public_Library_from_southeast.jpg,yes
Evanston,public,Evanston,Illinois,United States,"Dec 14, 1903","$50,000",,,,,wikipedia-list,"File:Evanston_Public_Library,_Evanston,_Illinois,_early_20th_century_(NBY_806).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Evanston_Public_Library%2C_Evanston%2C_Illinois%2C_early_20th_century_%28NBY_806%29.jpg/1920px-Evanston_Public_Library%2C_Evanston%2C_Illinois%2C_early_20th_century_%28NBY_806%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Sloan, Percy H. (Percy Haydn), 1867-",Public domain,,"https://commons.wikimedia.org/wiki/File:Evanston_Public_Library,_Evanston,_Illinois,_early_20th_century_(NBY_806).jpg",yes
Farmington,public,Farmington,Illinois,United States,"Jan 29, 1906","$5,600",266 E. Fort St.,,,,,,,,,,,no
Flora,public,Flora,Illinois,United States,"Feb 20, 1903","$10,000",,,,,,,,,,,,no
Freeport,public,Freeport,Illinois,United States,"Feb 21, 1901","$30,000",314 W. Stephenson St.,,,,wikipedia-list,File:Former_Freeport_Library_Building.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Former_Freeport_Library_Building.jpg/1920px-Former_Freeport_Library_Building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Former_Freeport_Library_Building.jpg,yes
Fulton,public,Fulton,Illinois,United States,"Dec 14, 1908","$5,000",501 10th Ave.,,,,,,,,,,,no
Galena,public,Galena,Illinois,United States,"Apr 20, 1905","$12,500",601 S. Bench St.,,,,wikipedia-list,File:Galena_(Illinois)_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Galena_%28Illinois%29_Public_Library.jpg/1920px-Galena_%28Illinois%29_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Galena_(Illinois)_Public_Library.jpg,yes
Galesburg,public,Galesburg,Illinois,United States,"Feb 14, 1901","$50,000",,,,,,,,,,,,no
Galva,public,Galva,Illinois,United States,"Feb 10, 1908","$8,000",120 NW 3rd Ave.,,,,wikipedia-list,File:Galva_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Galva_Public_Library.jpg/1920px-Galva_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Galva_Public_Library.jpg,yes
Geneva,public,Geneva,Illinois,United States,"Jan 23, 1907","$7,500",127 James St.,,,,wikipedia-list,File:Geneva_IL_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Geneva_IL_Public_Library.jpg/1920px-Geneva_IL_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Geneva_IL_Public_Library.jpg,yes
Gilman,public,Gilman,Illinois,United States,"Sep 29, 1915","$10,000",117 E. 2nd St.,,,,wikipedia-list,"File:Former_Gilman_Public_Library,_a_Carnegie_Library_in_Gilman,_IL.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Former_Gilman_Public_Library%2C_a_Carnegie_Library_in_Gilman%2C_IL.jpg/1920px-Former_Gilman_Public_Library%2C_a_Carnegie_Library_in_Gilman%2C_IL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Former_Gilman_Public_Library,_a_Carnegie_Library_in_Gilman,_IL.jpg",yes
Glen Ellyn,public,Glen Ellyn,Illinois,United States,"May 17, 1912","$10,000",671 Crescent Blvd.,,,,,,,,,,,no
Grayville,public,Grayville,Illinois,United States,"May 16, 1911","$6,000",110 W. Mill St.,,,,wikipedia-list,File:Former_Grayville_Carnegie_library_building.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Former_Grayville_Carnegie_library_building.jpg/1920px-Former_Grayville_Carnegie_library_building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Former_Grayville_Carnegie_library_building.jpg,yes
Greenup,public,Greenup,Illinois,United States,"Jan 27, 1904","$8,000",101 N. Mill St.,,,,wikipedia-list,File:Military_Museum_in_Greenup.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Military_Museum_in_Greenup.jpg/1920px-Military_Museum_in_Greenup.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Military_Museum_in_Greenup.jpg,yes
Greenville,public,Greenville,Illinois,United States,"Apr 23, 1903","$11,000",414 W. Main St.,,,https://en.wikipedia.org/wiki/Greenville_Public_Library,wikipedia-list,"File:GREENVILLE_PUBLIC_LIBRARY,_BOND_COUNTY,_ILLINOIS.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/GREENVILLE_PUBLIC_LIBRARY%2C_BOND_COUNTY%2C_ILLINOIS.jpg/1920px-GREENVILLE_PUBLIC_LIBRARY%2C_BOND_COUNTY%2C_ILLINOIS.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,JERRYE AND ROY KLOTZ MD,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:GREENVILLE_PUBLIC_LIBRARY,_BOND_COUNTY,_ILLINOIS.jpg",yes
Griggsville,public,Griggsville,Illinois,United States,"Apr 19, 1915","$5,000",119 S. Corey St.,,,,wikipedia-list,File:Griggsville_(IL)_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Griggsville_%28IL%29_Public_Library.jpg/1920px-Griggsville_%28IL%29_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Griggsville_(IL)_Public_Library.jpg,yes
Harrisburg,public,Harrisburg,Illinois,United States,"Mar 21, 1908","$12,500",101 E. Church St.,,,,wikipedia-list,"File:Harrisburg,_Illinois_Former_Carnegie_Library_2020.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Harrisburg%2C_Illinois_Former_Carnegie_Library_2020.jpg/1920px-Harrisburg%2C_Illinois_Former_Carnegie_Library_2020.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,David Southern Illinois,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Harrisburg,_Illinois_Former_Carnegie_Library_2020.jpg",yes
Harvey,public,Harvey,Illinois,United States,"Feb 1, 1905","$13,500",155th St. and Turlington Ave.,,,,,,,,,,,no
Havana,public,Havana,Illinois,United States,"Oct 3, 1900","$8,000",201 W. Adams St.,,,https://en.wikipedia.org/wiki/Havana_Public_Library,wikipedia-list,File:Havana_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Havana_Public_Library.jpg/1920px-Havana_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Havana_Public_Library.jpg,yes
Highland Park,public,Highland Park,Illinois,United States,"Mar 27, 1903","$12,000",,,,https://en.wikipedia.org/wiki/Highland_Park_Public_Library_(Illinois),,,,,,,,no
Hillsboro,public,Hillsboro,Illinois,United States,"Nov 25, 1903","$11,000",214 School St.,,,,,,,,,,,no
Hoopeston,public,Hoopeston,Illinois,United States,"Feb 12, 1903","$12,500",110 N. 4th St.,,,https://en.wikipedia.org/wiki/Hoopeston_Carnegie_Public_Library,wikipedia-list,File:Hoopeston_Carnegie_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Hoopeston_Carnegie_Public_Library.jpg/1920px-Hoopeston_Carnegie_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Hoopeston_Carnegie_Public_Library.jpg,yes
Jacksonville,public,Jacksonville,Illinois,United States,"Feb 6, 1901","$40,000",201 W. College Ave.,,,,wikipedia-list,File:Jacksonville_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Jacksonville_Public_Library.jpg/1920px-Jacksonville_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Jacksonville_Public_Library.jpg,yes
Jerseyville,public,Jerseyville,Illinois,United States,"Apr 11, 1902","$12,000",105 N. Liberty St.,,,,,,,,,,,no
Kewanee,public,Kewanee,Illinois,United States,"Mar 14, 1901","$25,000",102 S. Tremont St.,,,,wikipedia-list,File:Kewanee_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Kewanee_Public_Library.jpg/1920px-Kewanee_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kepper66,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Kewanee_Public_Library.jpg,yes
La Grange,public,La Grange,Illinois,United States,"Mar 27, 1903","$12,500",,,,https://en.wikipedia.org/wiki/La_Grange_Public_Library,,,,,,,,no
La Harpe,public,La Harpe,Illinois,United States,"Dec 20, 1904","$5,000",209 E. Main St.,,,,wikipedia-list,File:La_Harpe_Carnegie_library_front.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/La_Harpe_Carnegie_library_front.jpg/1920px-La_Harpe_Carnegie_library_front.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:La_Harpe_Carnegie_library_front.jpg,yes
LaSalle,public,LaSalle,Illinois,United States,"Jun 2, 1904","$25,000",305 Marquette St.,,,,wikipedia-list,"File:LaSalle_Public_Library,_a_Carnegie_Library_in_LaSalle,_IL.jpg",https://upload.wikimedia.org/wikipedia/commons/3/32/LaSalle_Public_Library%2C_a_Carnegie_Library_in_LaSalle%2C_IL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:LaSalle_Public_Library,_a_Carnegie_Library_in_LaSalle,_IL.jpg",yes
Lewistown,public,Lewistown,Illinois,United States,"Dec 16, 1905","$5,400",321 W. Lincoln Ave.,,,,,,,,,,,no
Lincoln,public,Lincoln,Illinois,United States,"Mar 6, 1901","$25,000",725 Pekin St.,,,"https://en.wikipedia.org/wiki/Lincoln_Public_Library_(Lincoln,_Illinois)",wikipedia-list,File:Lincoln_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Lincoln_Public_Library.jpg/1920px-Lincoln_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Lincoln_Public_Library.jpg,yes
Litchfield,public,Litchfield,Illinois,United States,"Jan 6, 1903","$15,000",400 N. State St.,,,,wikipedia-list,File:Litchfield_Public_Library_from_west.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Litchfield_Public_Library_from_west.jpg/1920px-Litchfield_Public_Library_from_west.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Litchfield_Public_Library_from_west.jpg,yes
Macomb,public,Macomb,Illinois,United States,"Apr 13, 1903","$15,000",235 S. Lafayette St.,,,,wikipedia-list,File:Macomb_Public_Library.JPG,https://upload.wikimedia.org/wikipedia/commons/d/d0/Macomb_Public_Library.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Rklawton,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Macomb_Public_Library.JPG,yes
Marion,public,Marion,Illinois,United States,"Feb 13, 1909","$18,000",206 S. Market St.,,,,wikipedia-list,File:Marion_Carnegie_Library_on_South_Market.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Marion_Carnegie_Library_on_South_Market.jpg/1920px-Marion_Carnegie_Library_on_South_Market.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Marion_Carnegie_Library_on_South_Market.jpg,yes
Marseilles,public,Marseilles,Illinois,United States,"Jun 2, 1904","$10,000",155 E. Bluff St.,,,,,,,,,,,no
Mattoon,public,Mattoon,Illinois,United States,"Jun 21, 1901","$25,000",1600 Charleston Ave.,,,,,,,,,,,no
Maywood,public,Maywood,Illinois,United States,"Aug 19, 1904","$12,500",121 S. 5th Ave.,,,,wikipedia-list,File:Maywood_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Maywood_Public_Library.jpg/1920px-Maywood_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Maywood_Public_Library.jpg,yes
Mendota,public,Mendota,Illinois,United States,"Jan 14, 1904","$10,000",901 Washington St.,,,,wikipedia-list,File:Former_Mendota_library_building.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Former_Mendota_library_building.jpg/1920px-Former_Mendota_library_building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Former_Mendota_library_building.jpg,yes
Metropolis,public,Metropolis,Illinois,United States,"Jan 27, 1912","$9,000",317 Metropolis St.,,,,,,,,,,,no
Milford,public,Milford,Illinois,United States,"Dec 30, 1904","$7,000",2 S. Grant Ave.,,,,wikipedia-list,File:Milford_Illinois_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Milford_Illinois_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Dual Freq,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Milford_Illinois_Library.jpg,yes
Moline,public,Moline,Illinois,United States,"Aug 16, 1901","$40,000",504 17th St.,,,,wikipedia-list,File:Moline_Carnegie_Library_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Moline_Carnegie_Library_2.jpg/1920px-Moline_Carnegie_Library_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kepper66,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Moline_Carnegie_Library_2.jpg,yes
Morris,public,Morris,Illinois,United States,"Jan 6, 1912","$12,500",604 Liberty St.,,,,,,,,,,,no
Mount Carmel,public,Mount Carmel,Illinois,United States,"Apr 10, 1909","$15,000",120 E 5th St,,,,wikipedia-list,"File:Mt._Carmel,_Illinois_Carnegie_library.png",https://upload.wikimedia.org/wikipedia/commons/6/6f/Mt._Carmel%2C_Illinois_Carnegie_library.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Unknown authorUnknown author,Public domain,,"https://commons.wikimedia.org/wiki/File:Mt._Carmel,_Illinois_Carnegie_library.png",yes
Mount Carroll,public,Mount Carroll,Illinois,United States,"Jan 19, 1905","$11,000",208 N. Main St.,,,,wikipedia-list,File:Mount_Carroll_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Mount_Carroll_Carnegie_Library.jpg/1920px-Mount_Carroll_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Visviva,Public domain,,https://commons.wikimedia.org/wiki/File:Mount_Carroll_Carnegie_Library.jpg,yes
Mount Vernon,public,Mount Vernon,Illinois,United States,"Mar 27, 1903","$15,000",101 S. 7th St.,,,,,,,,,,,no
Olney,public,Olney,Illinois,United States,"Jan 6, 1903","$11,500",401 E. Main St.,,,,wikipedia-list,File:Olney_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Olney_Carnegie_Library.jpg/1920px-Olney_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Olney_Carnegie_Library.jpg,yes
Onarga,public,Onarga,Illinois,United States,"Dec 13, 1906","$5,000",209 W. Seminary Ave.,,,,wikipedia-list,File:Onarga_Public_Library.JPG,https://upload.wikimedia.org/wikipedia/commons/6/60/Onarga_Public_Library.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,GaymerCub,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Onarga_Public_Library.JPG,yes
Oregon,public,Oregon,Illinois,United States,"Apr 20, 1905","$10,000",300 Jefferson St.,,,https://en.wikipedia.org/wiki/Oregon_Public_Library,wikipedia-list,File:Ogle_County_Oregon_Public_Library_Oregon_Il1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Ogle_County_Oregon_Public_Library_Oregon_Il1.jpg/1920px-Ogle_County_Oregon_Public_Library_Oregon_Il1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy McMurray,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Ogle_County_Oregon_Public_Library_Oregon_Il1.jpg,yes
Pana,public,Pana,Illinois,United States,"Jan 31, 1911","$14,000",303 E. 2nd St.,,,,,,,,,,,no
Paris,public,Paris,Illinois,United States,"Mar 14, 1902","$18,000",207 S. Main St.,,,https://en.wikipedia.org/wiki/Paris_Carnegie_Public_Library,wikipedia-list,File:Paris_Carnegie_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Paris_Carnegie_Public_Library.jpg/1920px-Paris_Carnegie_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Paris_Carnegie_Public_Library.jpg,yes
Park Ridge,public,Park Ridge,Illinois,United States,"Dec 2, 1909","$7,500",1 N. Northwest Hwy.,,,,,,,,,,,no
Paxton,public,Paxton,Illinois,United States,"Mar 20, 1903","$10,000",254 S. Market St.,,,https://en.wikipedia.org/wiki/Paxton_Carnegie_Public_Library,wikipedia-list,File:Paxton_Illinois_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Paxton_Illinois_Carnegie_Library.jpg/1920px-Paxton_Illinois_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dual Freq,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Paxton_Illinois_Carnegie_Library.jpg,yes
Pekin,public,Pekin,Illinois,United States,"Aug 8, 1900","$17,500",,,,,,,,,,,,no
Peoria Lincoln Branch,public,Peoria,Illinois,United States,"Dec 13, 1909","$20,000",1312 W. Lincoln Ave.,,,,wikipedia-list,File:Peoria_Public_Library_-_Lincoln_Branch_building.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Peoria_Public_Library_-_Lincoln_Branch_building.jpg/1920px-Peoria_Public_Library_-_Lincoln_Branch_building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Peoria_Public_Library_-_Lincoln_Branch_building.jpg,yes
Peru,public,Peru,Illinois,United States,"Apr 8, 1910","$15,000",Putnam St.,,,,wikipedia-list,"File:Former_Peru_Public_Library,_a_Carnegie_Library_in_Peru,_Illinois.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c5/Former_Peru_Public_Library%2C_a_Carnegie_Library_in_Peru%2C_Illinois.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Former_Peru_Public_Library,_a_Carnegie_Library_in_Peru,_Illinois.jpg",yes
Petersburg,public,Petersburg,Illinois,United States,"Dec 13, 1906","$8,000",220 S. 6th St.,,,,wikipedia-list,File:Petersburg_IL_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Petersburg_IL_Public_Library.jpg/1920px-Petersburg_IL_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Petersburg_IL_Public_Library.jpg,yes
Pittsfield,public,Pittsfield,Illinois,United States,"Nov 24, 1905","$7,500",205 N. Memorial St.,,,,,,,,,,,no
Plano,public,Plano,Illinois,United States,"Dec 20, 1904","$10,250",15 W. North St.,,,,,,,,,,,no
Polo,public,Polo,Illinois,United States,"Apr 13, 1903","$10,000",302 W. Mason St.,,,https://en.wikipedia.org/wiki/Buffalo_Township_Public_Library,wikipedia-list,File:Ogle_County_Polo_Il_Buffalo_Library1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Ogle_County_Polo_Il_Buffalo_Library1.jpg/1920px-Ogle_County_Polo_Il_Buffalo_Library1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy McMurray,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Ogle_County_Polo_Il_Buffalo_Library1.jpg,yes
Ridge Farm,public,Ridge Farm,Illinois,United States,"Apr 28, 1909","$9,000",104 N. State St.,,,,wikipedia-list,File:Ridge_Farm_Illinois_Carnegie_library.png,https://upload.wikimedia.org/wikipedia/commons/f/fb/Ridge_Farm_Illinois_Carnegie_library.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Omnedon,Public domain,,https://commons.wikimedia.org/wiki/File:Ridge_Farm_Illinois_Carnegie_library.png,yes
Robinson,public,Robinson,Illinois,United States,"Aug 6, 1904","$11,000",301 E. Main St.,,,,wikipedia-list,File:Robinson_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Robinson_Carnegie_Library.jpg/1920px-Robinson_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Robinson_Carnegie_Library.jpg,yes
