name,kind,city,region,country,date_granted,grant,date_opened,address,lat,lon,image_file,wikipedia_url,notes,section,source_page
Cornell College,academic,Mount Vernon,Iowa,United States,"Dec 21, 1903","$50,000",,Cornell College campus,41.924895,-91.421796,"Mount_Vernon,_IA_-_Mar._2,_1908.jpg",https://en.wikipedia.org/wiki/Cornell_College,"Unusually, this library was granted with the intent to serve as both a community and collegiate library, a role which remains to this day (though the agreement was informal until 2001). This building was used until 1957, and it is now the Norton Geology Center and Anderson Museum.",Academic libraries,List of Carnegie libraries in Iowa
Drake University,academic,Des Moines,Iowa,United States,"Mar 27, 1905","$50,000",,2621 Carpenter Avenue (Oppermann Hall),41.602246,-93.652825,,https://en.wikipedia.org/wiki/Drake_University,"A Proudfoot and Bird design, this building was converted to house the Drake Law Library in 1938. When a new Law Library was built in 1990, Carnegie Hall was converted to classroom use. [33]",Academic libraries,List of Carnegie libraries in Iowa
Ellsworth College,academic,Iowa Falls,Iowa,United States,"Mar 12, 1906","$10,000",,,,,,https://en.wikipedia.org/wiki/Ellsworth_Community_College,,Academic libraries,List of Carnegie libraries in Iowa
Grinnell College,academic,Grinnell,Iowa,United States,"Mar 7, 1903","$50,000",,1210 Park St.,41.748311,-92.722507,Grinnell_College_Carnegie_Hall.JPG,https://en.wikipedia.org/wiki/Grinnell_College,"This H.D. Rawson design opened June 13, 1905, and served the college until 1959, when a new library was built. It is now Carnegie Hall.",Academic libraries,List of Carnegie libraries in Iowa
Parsons College,academic,Fairfield,Iowa,United States,"Mar 31, 1905","$15,000",,Parsons College campus,41.016111,-91.966667,,https://en.wikipedia.org/wiki/Parsons_College,"Parsons College lost its accreditation and closed in 1973. This structure was razed in July 2000 by the Maharishi University of Management, which purchased the buildings and bulldozed many of them for new structures conforming to Maharishi Sthapatya Veda. It remains a contributing property to a historic district.",Academic libraries,List of Carnegie libraries in Iowa
Simpson College,academic,Indianola,Iowa,United States,"Feb 16, 1905","$10,000",,508 N. C St.,41.364369,-93.564551,,https://en.wikipedia.org/wiki/Simpson_College,"In 1964, no longer library with construction of Dunn Library. Housed business and art classes. Renamed Heckert Hall in 1975. Business moved out and renamed Art Center. Razed in 2014.",Academic libraries,List of Carnegie libraries in Iowa
Upper Iowa University,academic,Fayette,Iowa,United States,"Jan 1, 1901","$25,000",,605 Washington St.,42.838449,-91.800771,,https://en.wikipedia.org/wiki/Upper_Iowa_University,"The first academic library granted in Iowa, it was named after former student David B. Henderson, Speaker of the House and a personal friend of Carnegie's.",Academic libraries,List of Carnegie libraries in Iowa
Abilene,public,Abilene,Kansas,United States,"Dec 8, 1905","$12,500",,209 NW 4th St.,,,,,,Public libraries,List of Carnegie libraries in Kansas
Anthony,public,Anthony,Kansas,United States,"Dec 14, 1908","$10,000",,104 N. Springfield Ave.,37.15278,-98.00194,,https://en.wikipedia.org/wiki/Anthony_Public_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Arkansas City,public,Arkansas City,Kansas,United States,"Apr 10, 1906","$18,400",,215 W. 5th Ave.,,,,,,Public libraries,List of Carnegie libraries in Kansas
Burlington,public,Burlington,Kansas,United States,"Apr 25, 1911","$9,656",,201 N. 3rd St.,38.19611,-95.73361,"Carnegie_Free_Library,_Burlington,_Kansas_(corner_view).jpg","https://en.wikipedia.org/wiki/Burlington_Carnegie_Free_Library_(Burlington,_Kansas)",,Public libraries,List of Carnegie libraries in Kansas
Caldwell,public,Caldwell,Kansas,United States,"Dec 2, 1909","$7,000",,13 N. Osage St.,37.03278,-97.60944,Caldwell_KS_Carnegie_Library.jpg,"https://en.wikipedia.org/wiki/Caldwell_Carnegie_Library_(Caldwell,_Kansas)",,Public libraries,List of Carnegie libraries in Kansas
Canton,public,Canton,Kansas,United States,"Nov 9, 1916","$6,000",,300 N. Main St.,38.38806,-97.42639,CantonCarnegieLibrary.jpg,https://en.wikipedia.org/wiki/Canton_Township_Carnegie_Library,"Built in 1921, the last-built Carnegie library in the United States. Continues to be used as a public library. (2013)",Public libraries,List of Carnegie libraries in Kansas
Chanute,public,Chanute,Kansas,United States,"Dec 30, 1904","$14,500",,102 S. Lincoln Ave.,,,,,,Public libraries,List of Carnegie libraries in Kansas
Cherryvale,public,Cherryvale,Kansas,United States,"Apr 30, 1912","$10,000",,329 E. Main St.,37.26694,-95.54861,"Cherryvale,_KS_public_library_funded_by_Andrew_Carnegie.jpg",,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Clay Center,public,Clay Center,Kansas,United States,"Dec 2, 1909","$10,000",,706 6th St.,39.37667,-97.12389,Clay_Center_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Clay_Center_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Coffeyville,public,Coffeyville,Kansas,United States,"Jan 6, 1911","$25,000",,415 W. 8th St.,37.03583,-95.62306,"Coffeyville,_KS_public_library_building_funded_by_Andrew_Carnegie.jpg",https://en.wikipedia.org/wiki/Coffeyville_Carnegie_Public_Library_Building,No longer a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Columbus,public,Columbus,Kansas,United States,"Jul 13, 1912","$10,000",,205 N. Kansas Ave.,37.17278,-94.84333,"Columbus,_KS_public_library_funded_by_Andrew_Carnegie..jpg",https://en.wikipedia.org/wiki/Columbus_Public_Carnegie_Library,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Concordia,public,Concordia,Kansas,United States,"Dec 13, 1907","$10,000",,635 Broadway,,,ConcordiaCarnegieLibrary2007.jpg,,"Replaced by Frank Carlson Library, building is used for Cloud County Historical Museum",Public libraries,List of Carnegie libraries in Kansas
Council Grove,public,Council Grove,Kansas,United States,"Mar 27, 1903","$10,000",,303 W. Main St.,38.65972,-96.49361,"Carnegie_Library_Council_Grove,_Kansas.jpg",,Currently is the Morris County Historical Society,Public libraries,List of Carnegie libraries in Kansas
Dodge City,public,Dodge City,Kansas,United States,"Feb 1, 1905","$8,500",,701 N. 2nd Ave.,37.75472,-100.01889,Dodge_City_Carnegie_Art_Center_from_SE_3.JPG,https://en.wikipedia.org/wiki/Dodge_City_Public_Library,Currently is the Carnegie Art Center,Public libraries,List of Carnegie libraries in Kansas
Downs,public,Downs,Kansas,United States,"Jan 19, 1905","$6,140",,504 S. Morgan Ave.,39.50389,-98.54444,"Downs,_Kansas_Carnegie_library_from_E_1.JPG",https://en.wikipedia.org/wiki/Downs_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
El Dorado,public,El Dorado,Kansas,United States,"Nov 30, 1910","$10,000",,101 S. Star St.,37.81667,-96.85472,"El_Dorado,_KS_public_library_building_funded_by_Andrew_Carnegie.jpg",https://en.wikipedia.org/wiki/El_Dorado_Carnegie_Library,No longer used as a public library building. (2013),Public libraries,List of Carnegie libraries in Kansas
Emporia,public,Emporia,Kansas,United States,"Apr 26, 1902","$22,000",,118 E. 6th St.,38.40528,-96.17778,Old_Emporia_Public_Library_Kansas_front_view.jpg,,,Public libraries,List of Carnegie libraries in Kansas
Eureka,public,Eureka,Kansas,United States,"May 21, 1913","$9,000",,520 N. Main St.,37.82472,-96.28972,"Eureka_Carnegie_Library_88001170_Greenwood_County,_KS.jpg",https://en.wikipedia.org/wiki/Eureka_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Fort Scott,public,Fort Scott,Kansas,United States,"Mar 14, 1901","$18,000",,201 S. National Ave.,37.84028,-94.70639,"Ft._Scott,_KS_public_library_funded_by_Andrew_Carnegie.jpg",,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Garden City,public,Garden City,Kansas,United States,"Apr 17, 1909","$10,000",,702 N. Main St.,,,,,,Public libraries,List of Carnegie libraries in Kansas
Girard,public,Girard,Kansas,United States,"Nov 24, 1905","$9,000",,128 W. Prairie St.,37.51028,-94.84500,"Girard,_KS_public_library_funded_by_Andrew_Carnegie..jpg",https://en.wikipedia.org/wiki/Girard_Public_Library,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Goodland,public,Goodland,Kansas,United States,"Dec 14, 1908","$10,000",,120 W. 12th St.,39.34722,-101.71278,"Goodland,_Kansas_Carnegie_library_from_S_1.JPG",https://en.wikipedia.org/wiki/Goodland_City_Library,,Public libraries,List of Carnegie libraries in Kansas
Great Bend,public,Great Bend,Kansas,United States,"Nov 14, 1906","$12,500",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Halstead,public,Halstead,Kansas,United States,"Jan 23, 1909","$7,500",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Hays,public,Hays,Kansas,United States,"Apr 28, 1910","$9,000",,,,,,,"By 1964, all space was crammed. The building was replaced on December 8, 1968, to allow to the growing collection. The current Hays Public Library, built in 2004, stands in the same location and the exterior is a replication of the original Carnegie Library. [3]",Public libraries,List of Carnegie libraries in Kansas
Herington,public,Herington,Kansas,United States,"Jul 9, 1913","$10,000",,102 S. Broadway,38.66806,-96.94167,Herington_Carnegie_Public_Library_(Kansas)_southwest_view.jpg,,,Public libraries,List of Carnegie libraries in Kansas
Hiawatha,public,Hiawatha,Kansas,United States,"Apr 10, 1906","$10,000",,431 Oregon St.,,,,,,Public libraries,List of Carnegie libraries in Kansas
Hutchinson,public,Hutchinson,Kansas,United States,"Apr 11, 1902","$32,000",,427 N. Main St.,38.05972,-97.93083,September_2013_117_8_9_tonemapped.jpg,,,Public libraries,List of Carnegie libraries in Kansas
Independence,public,Independence,Kansas,United States,"Nov 24, 1905","$22,500",,220 E. Maple St.,37.22361,-95.70333,"Independence,_KS_public_library_funded_by_Andrew_Carnegie.jpg",,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Iola,public,Iola,Kansas,United States,"Dec 20, 1904","$15,000",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Kansas City Main,public,Kansas City,Kansas,United States,"Jul 4, 1901","$100,000",,,,,"Kansas_City,_Kansas_Public_Library.jpg",,,Public libraries,List of Carnegie libraries in Kansas
Kansas City Argentine,public,Kansas City,Kansas,United States,1914,"$25,000",,2800 Metropolitan Ave.,39.07417,-94.66083,Argentine_Carnegie_Library.jpg,https://en.wikipedia.org/wiki/Argentine_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Kingman,public,Kingman,Kansas,United States,"May 21, 1913","$10,000",,455 N. Main St.,37.64583,-98.11306,Carnegie_Library_in_Kingman_Kansas.jpg,,,Public libraries,List of Carnegie libraries in Kansas
Lawrence,public,Lawrence,Kansas,United States,"May 31, 1902","$27,500",,200 W. 9th St.,38.96778,-95.23750,Old_Lawrence_Library.JPG,https://en.wikipedia.org/wiki/Lawrence_Public_Library#Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Leavenworth,public,Leavenworth,Kansas,United States,"Jan 16, 1900","$30,000",,601 S. 5th St.,39.31333,-94.91528,"Leavenworth_Public_Library,_Leavenworth,_KS_1.jpg","https://en.wikipedia.org/wiki/Carnegie_Arts_Center_of_Leavenworth,_Kansas",,Public libraries,List of Carnegie libraries in Kansas
Lincoln,public,Lincoln,Kansas,United States,"Mar 14, 1913","$6,000",,203 S. 3rd St.,39.03917,-98.14472,LincolnCarnegieLibrary.jpg,,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Lyndon,public,Lyndon,Kansas,United States,"Dec 2, 1909","$8,000",,127 E. 6th St.,38.60750,-95.68278,"Carnegie_Library,_Lyndon,_KS.jpg",https://en.wikipedia.org/wiki/Lyndon_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Lyons,public,Lyons,Kansas,United States,"Jan 5, 1909","$6,000",,105 W. Lyon St.,,,,,,Public libraries,List of Carnegie libraries in Kansas
Manhattan,public,Manhattan,Kansas,United States,"Jan 22, 1903","$10,000",,105 Courthouse Plaza,39.17861,-96.56528,Manhattan_Carnegie_Library_Building.jpg,https://en.wikipedia.org/wiki/Manhattan_Carnegie_Library_Building,,Public libraries,List of Carnegie libraries in Kansas
McPherson,public,McPherson,Kansas,United States,"Mar 16, 1915","$12,500",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Newton,public,Newton,Kansas,United States,"Mar 14, 1902","$160,000",,203 Main St.,38.04417,-97.34500,NewtonKSLibrary.jpg,"https://en.wikipedia.org/wiki/Carnegie_Library_(Newton,_Kansas)",Currently is the Harvey County Historical Museum,Public libraries,List of Carnegie libraries in Kansas
Olathe,public,Olathe,Kansas,United States,"Dec 24, 1909","$10,000",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Osawatomie,public,Osawatomie,Kansas,United States,"Apr 16, 1910","$7,500",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Osborne,public,Osborne,Kansas,United States,"Jan 27, 1912","$6,000",,307 N. Main St.,39.43778,-98.69861,"Osborne,_Kansas_Carnegie_library_from_NE_1.JPG",https://en.wikipedia.org/wiki/Osborne_Public_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
Oswego,public,Oswego,Kansas,United States,"Dec 2, 1909","$5,000",,701 4th St.,37.16694,-95.10750,"Oswego,_KS_public_library_funded_by_Andrew_Carnegie..jpg",https://en.wikipedia.org/wiki/Oswego_Public_Library,Continues to be used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Ottawa,public,Ottawa,Kansas,United States,"Jan 9, 1902","$15,000",,515 S. Main St.,38.60417,-95.26194,"Ottawa,_KS_former_public_library_building_funded_by_Andrew_Carnegie..jpg",https://en.wikipedia.org/wiki/Ottawa_Library_(Kansas),No longer used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Parsons,public,Parsons,Kansas,United States,"Nov 14, 1907","$22,500",,117 S. 17th St.,37.33972,-95.26083,"Parsons,_KS_former_public_library_building_funded_by_Andrew_Carnegie..jpg","https://en.wikipedia.org/wiki/Carnegie_Library_(Parsons,_Kansas)",No longer used as a public library. (2013),Public libraries,List of Carnegie libraries in Kansas
Peabody,public,Peabody,Kansas,United States,"Mar 20, 1913","$10,000",,214 N. Walnut St.,38.16722,-97.10667,"Peabody_Township_Carnegie_Library_in_Peabody,_Kansas.jpg",https://en.wikipedia.org/wiki/Peabody_Township_Library,Continues to be used as a public library (as of 2022). NRHP Application,Public libraries,List of Carnegie libraries in Kansas
Pittsburg,public,Pittsburg,Kansas,United States,"Jun 25, 1909","$40,000",,308 N. Walnut St.,37.41111,-94.70722,LibCrop.jpg,https://en.wikipedia.org/wiki/Pittsburg_Public_Library,,Public libraries,List of Carnegie libraries in Kansas
Plainville,public,Plainville,Kansas,United States,"Feb 20, 1911","$5,000",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Russell,public,Russell,Kansas,United States,"Jun 8, 1905","$5,800",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Salina,public,Salina,Kansas,United States,"Feb 15, 1902","$15,000",,,,,,,,Public libraries,List of Carnegie libraries in Kansas
Sterling,public,Sterling,Kansas,United States,"Nov 9, 1916","$10,000",,138 N. Broadway Ave.,38.21056,-98.20694,,https://en.wikipedia.org/wiki/Sterling_Free_Public_Carnegie_Library,,Public libraries,List of Carnegie libraries in Kansas
